14:57:10 [INFO] Initializing The Village...
14:57:11 [INFO] Screen: 1280x720
14:57:11 [INFO] Created new world with seed 1483737871
14:57:11 [INFO] Initialization complete
14:57:11 [INFO] Starting simulation loop
14:57:21 [DEBUG] Tick 100: pop=40, food=0.5, stability=0.66
00:13:40 [DEBUG] Tick 333900: pop=67, food=31.7, stability=0.79
00:13:50 [DEBUG] Tick 334000: pop=67, food=44.0, stability=0.81
00:14:00 [DEBUG] Tick 334100: pop=67, food=31.1, stability=0.79
00:14:10 [DEBUG] Tick 334200: pop=67, food=31.3, stability=0.79
00:14:20 [DEBUG] Tick 334300: pop=67, food=37.5, stability=0.80
00:14:30 [DEBUG] Tick 334400: pop=67, food=31.3, stability=0.79
00:14:40 [DEBUG] Tick 334500: pop=67, food=34.8, stability=0.79
00:14:50 [DEBUG] Tick 334600: pop=67, food=30.9, stability=0.79
00:15:00 [DEBUG] Tick 334700: pop=67, food=31.3, stability=0.79
00:15:10 [DEBUG] Tick 334800: pop=67, food=32.4, stability=0.79
00:15:20 [DEBUG] Tick 334900: pop=67, food=30.8, stability=0.79
00:15:30 [DEBUG] Tick 335000: pop=67, food=35.4, stability=0.79
00:15:40 [DEBUG] Tick 335100: pop=67, food=31.6, stability=0.79
00:15:50 [DEBUG] Tick 335200: pop=67, food=32.2, stability=0.79
00:16:00 [DEBUG] Tick 335300: pop=67, food=30.9, stability=0.79
00:16:10 [DEBUG] Tick 335400: pop=67, food=30.9, stability=0.79
00:16:20 [DEBUG] Tick 335500: pop=67, food=35.3, stability=0.79
00:16:30 [DEBUG] Tick 335600: pop=67, food=30.9, stability=0.79
00:16:40 [DEBUG] Tick 335700: pop=67, food=30.7, stability=0.79
00:16:50 [DEBUG] Tick 335800: pop=67, food=31.2, stability=0.79
00:17:00 [DEBUG] Tick 335900: pop=67, food=37.1, stability=0.80
00:17:10 [DEBUG] Tick 336000: pop=67, food=31.1, stability=0.79
00:17:11 [INFO] Auto-saved to saves\autosave.json
00:17:20 [DEBUG] Tick 336100: pop=67, food=33.9, stability=0.79
00:17:30 [DEBUG] Tick 336200: pop=67, food=31.2, stability=0.79
00:17:40 [DEBUG] Tick 336300: pop=67, food=31.5, stability=0.79
00:17:50 [DEBUG] Tick 336400: pop=67, food=43.5, stability=0.80
00:18:00 [DEBUG] Tick 336500: pop=67, food=39.0, stability=0.80
00:18:10 [DEBUG] Tick 336600: pop=67, food=30.9, stability=0.79
00:18:20 [DEBUG] Tick 336700: pop=67, food=31.1, stability=0.79
00:18:30 [DEBUG] Tick 336800: pop=67, food=35.6, stability=0.79
00:18:40 [DEBUG] Tick 336900: pop=67, food=31.2, stability=0.79
00:18:50 [DEBUG] Tick 337000: pop=67, food=31.0, stability=0.79
00:19:00 [DEBUG] Tick 337100: pop=67, food=31.7, stability=0.79
00:19:10 [DEBUG] Tick 337200: pop=67, food=31.2, stability=0.79
00:19:20 [DEBUG] Tick 337300: pop=67, food=35.0, stability=0.79
00:19:30 [DEBUG] Tick 337400: pop=67, food=31.9, stability=0.79
00:19:40 [DEBUG] Tick 337500: pop=67, food=39.5, stability=0.80
00:19:50 [DEBUG] Tick 337600: pop=67, food=36.8, stability=0.80
00:20:00 [DEBUG] Tick 337700: pop=67, food=57.5, stability=0.82
00:20:10 [DEBUG] Tick 337800: pop=67, food=33.8, stability=0.79
00:20:20 [DEBUG] Tick 337900: pop=67, food=31.6, stability=0.79
00:20:30 [DEBUG] Tick 338000: pop=67, food=34.8, stability=0.79
00:20:40 [DEBUG] Tick 338100: pop=67, food=30.9, stability=0.79
00:20:50 [DEBUG] Tick 338200: pop=67, food=35.5, stability=0.79
00:21:00 [DEBUG] Tick 338300: pop=67, food=43.9, stability=0.80
00:21:10 [DEBUG] Tick 338400: pop=67, food=31.3, stability=0.79
00:21:20 [DEBUG] Tick 338500: pop=67, food=35.9, stability=0.79
00:21:30 [DEBUG] Tick 338600: pop=67, food=31.0, stability=0.79
00:21:40 [DEBUG] Tick 338700: pop=67, food=31.2, stability=0.79
00:21:50 [DEBUG] Tick 338800: pop=67, food=31.2, stability=0.79
00:22:00 [DEBUG] Tick 338900: pop=67, food=40.3, stability=0.80
00:22:10 [DEBUG] Tick 339000: pop=67, food=34.8, stability=0.79
00:22:11 [INFO] Auto-saved to saves\autosave.json
00:22:20 [DEBUG] Tick 339100: pop=67, food=32.1, stability=0.79
00:22:30 [DEBUG] Tick 339200: pop=67, food=31.0, stability=0.79
00:22:40 [DEBUG] Tick 339300: pop=67, food=31.8, stability=0.79
00:22:50 [DEBUG] Tick 339400: pop=67, food=30.9, stability=0.79
00:23:00 [DEBUG] Tick 339500: pop=67, food=46.5, stability=0.81
00:23:10 [DEBUG] Tick 339600: pop=67, food=31.7, stability=0.79
00:23:20 [DEBUG] Tick 339700: pop=67, food=31.6, stability=0.79
00:23:30 [DEBUG] Tick 339800: pop=67, food=33.9, stability=0.79
00:23:40 [DEBUG] Tick 339900: pop=67, food=36.3, stability=0.80
00:23:50 [DEBUG] Tick 340000: pop=67, food=31.3, stability=0.79
00:24:00 [DEBUG] Tick 340100: pop=67, food=36.3, stability=0.80
00:24:10 [DEBUG] Tick 340200: pop=67, food=31.6, stability=0.79
00:24:20 [DEBUG] Tick 340300: pop=67, food=31.8, stability=0.79
00:24:30 [DEBUG] Tick 340400: pop=67, food=31.2, stability=0.79
00:24:40 [DEBUG] Tick 340500: pop=67, food=31.4, stability=0.79
00:24:50 [DEBUG] Tick 340600: pop=67, food=37.6, stability=0.80
00:25:00 [DEBUG] Tick 340700: pop=67, food=37.7, stability=0.80
00:25:10 [DEBUG] Tick 340800: pop=67, food=33.1, stability=0.79
00:25:20 [DEBUG] Tick 340900: pop=67, food=37.6, stability=0.80
00:25:30 [DEBUG] Tick 341000: pop=67, food=31.8, stability=0.79
00:25:40 [DEBUG] Tick 341100: pop=67, food=37.2, stability=0.80
00:25:50 [DEBUG] Tick 341200: pop=67, food=31.3, stability=0.79
00:26:00 [DEBUG] Tick 341300: pop=67, food=35.3, stability=0.79
00:26:10 [DEBUG] Tick 341400: pop=67, food=31.9, stability=0.79
00:26:20 [DEBUG] Tick 341500: pop=67, food=38.6, stability=0.80
00:26:30 [DEBUG] Tick 341600: pop=67, food=31.7, stability=0.79
00:26:40 [DEBUG] Tick 341700: pop=67, food=31.6, stability=0.79
00:26:50 [DEBUG] Tick 341800: pop=67, food=31.4, stability=0.79
00:27:00 [DEBUG] Tick 341900: pop=67, food=36.2, stability=0.80
00:27:10 [DEBUG] Tick 342000: pop=67, food=31.7, stability=0.79
00:27:11 [INFO] Auto-saved to saves\autosave.json
00:27:20 [DEBUG] Tick 342100: pop=67, food=31.2, stability=0.79
00:27:30 [DEBUG] Tick 342200: pop=67, food=31.3, stability=0.79
00:27:40 [DEBUG] Tick 342300: pop=67, food=33.1, stability=0.79
00:27:50 [DEBUG] Tick 342400: pop=67, food=31.1, stability=0.79
00:28:00 [DEBUG] Tick 342500: pop=67, food=31.3, stability=0.79
00:28:10 [DEBUG] Tick 342600: pop=67, food=31.5, stability=0.79
00:28:20 [DEBUG] Tick 342700: pop=67, food=31.9, stability=0.79
00:28:30 [DEBUG] Tick 342800: pop=67, food=32.5, stability=0.79
00:28:40 [DEBUG] Tick 342900: pop=67, food=33.2, stability=0.79
00:28:50 [DEBUG] Tick 343000: pop=67, food=45.6, stability=0.81
00:29:00 [DEBUG] Tick 343100: pop=67, food=35.1, stability=0.79
00:29:10 [DEBUG] Tick 343200: pop=67, food=34.1, stability=0.79
00:29:20 [DEBUG] Tick 343300: pop=67, food=31.4, stability=0.79
00:29:30 [DEBUG] Tick 343400: pop=67, food=31.7, stability=0.79
00:29:40 [DEBUG] Tick 343500: pop=67, food=30.9, stability=0.79
00:29:50 [DEBUG] Tick 343600: pop=67, food=36.9, stability=0.80
00:30:00 [DEBUG] Tick 343700: pop=67, food=31.5, stability=0.79
00:30:10 [DEBUG] Tick 343800: pop=67, food=31.3, stability=0.79
00:30:20 [DEBUG] Tick 343900: pop=67, food=31.0, stability=0.79
00:30:30 [DEBUG] Tick 344000: pop=67, food=31.9, stability=0.79
00:30:40 [DEBUG] Tick 344100: pop=67, food=31.3, stability=0.79
00:30:50 [DEBUG] Tick 344200: pop=67, food=42.9, stability=0.80
00:31:00 [DEBUG] Tick 344300: pop=67, food=33.2, stability=0.79
00:31:10 [DEBUG] Tick 344400: pop=67, food=31.8, stability=0.79
00:31:20 [DEBUG] Tick 344500: pop=67, food=31.0, stability=0.79
00:31:30 [DEBUG] Tick 344600: pop=67, food=32.5, stability=0.79
00:31:40 [DEBUG] Tick 344700: pop=67, food=30.9, stability=0.79
00:31:50 [DEBUG] Tick 344800: pop=67, food=31.8, stability=0.79
00:32:00 [DEBUG] Tick 344900: pop=67, food=36.5, stability=0.80
00:32:10 [DEBUG] Tick 345000: pop=67, food=31.6, stability=0.79
00:32:11 [INFO] Auto-saved to saves\autosave.json
00:32:20 [DEBUG] Tick 345100: pop=67, food=34.0, stability=0.79
00:32:30 [DEBUG] Tick 345200: pop=67, food=31.2, stability=0.79
00:32:40 [DEBUG] Tick 345300: pop=67, food=31.5, stability=0.79
00:32:50 [DEBUG] Tick 345400: pop=67, food=31.2, stability=0.79
00:33:00 [DEBUG] Tick 345500: pop=67, food=31.0, stability=0.79
00:33:10 [DEBUG] Tick 345600: pop=67, food=31.2, stability=0.79
00:33:20 [DEBUG] Tick 345700: pop=67, food=31.2, stability=0.79
00:33:30 [DEBUG] Tick 345800: pop=67, food=31.0, stability=0.79
00:33:40 [DEBUG] Tick 345900: pop=67, food=31.5, stability=0.79
00:33:50 [DEBUG] Tick 346000: pop=67, food=34.6, stability=0.79
00:34:00 [DEBUG] Tick 346100: pop=67, food=31.7, stability=0.79
00:34:10 [DEBUG] Tick 346200: pop=67, food=31.3, stability=0.79
00:34:20 [DEBUG] Tick 346300: pop=67, food=33.0, stability=0.79
00:34:30 [DEBUG] Tick 346400: pop=67, food=31.0, stability=0.79
00:34:40 [DEBUG] Tick 346500: pop=65, food=31.2, stability=0.79
00:34:50 [DEBUG] Tick 346600: pop=65, food=37.7, stability=0.80
00:35:00 [DEBUG] Tick 346700: pop=65, food=38.9, stability=0.80
00:35:10 [DEBUG] Tick 346800: pop=65, food=32.0, stability=0.79
00:35:20 [DEBUG] Tick 346900: pop=65, food=40.2, stability=0.80
00:35:30 [DEBUG] Tick 347000: pop=65, food=31.8, stability=0.79
00:35:40 [DEBUG] Tick 347100: pop=65, food=35.0, stability=0.79
00:35:50 [DEBUG] Tick 347200: pop=65, food=31.6, stability=0.79
00:36:00 [DEBUG] Tick 347300: pop=65, food=31.7, stability=0.79
00:36:10 [DEBUG] Tick 347400: pop=65, food=37.0, stability=0.80
00:36:20 [DEBUG] Tick 347500: pop=65, food=31.6, stability=0.79
00:36:30 [DEBUG] Tick 347600: pop=65, food=31.4, stability=0.79
00:36:40 [DEBUG] Tick 347700: pop=65, food=55.9, stability=0.82
00:36:50 [DEBUG] Tick 347800: pop=65, food=39.7, stability=0.80
00:37:00 [DEBUG] Tick 347900: pop=65, food=38.9, stability=0.80
00:37:10 [DEBUG] Tick 348000: pop=65, food=37.9, stability=0.80
00:37:11 [INFO] Auto-saved to saves\autosave.json
00:37:20 [DEBUG] Tick 348100: pop=65, food=43.2, stability=0.80
00:37:30 [DEBUG] Tick 348200: pop=65, food=41.0, stability=0.80
00:37:40 [DEBUG] Tick 348300: pop=65, food=32.6, stability=0.79
00:37:50 [DEBUG] Tick 348400: pop=65, food=44.0, stability=0.80
00:38:00 [DEBUG] Tick 348500: pop=65, food=51.0, stability=0.81
00:38:10 [DEBUG] Tick 348600: pop=65, food=77.1, stability=0.85
00:38:20 [DEBUG] Tick 348700: pop=65, food=41.0, stability=0.80
00:38:30 [DEBUG] Tick 348800: pop=65, food=32.2, stability=0.79
00:38:40 [DEBUG] Tick 348900: pop=65, food=51.5, stability=0.81
00:38:50 [DEBUG] Tick 349000: pop=65, food=51.3, stability=0.81
00:39:00 [DEBUG] Tick 349100: pop=65, food=37.6, stability=0.80
00:39:10 [DEBUG] Tick 349200: pop=65, food=63.4, stability=0.83
00:39:20 [DEBUG] Tick 349300: pop=65, food=33.8, stability=0.79
00:39:30 [DEBUG] Tick 349400: pop=65, food=46.2, stability=0.81
00:39:40 [DEBUG] Tick 349500: pop=65, food=31.8, stability=0.79
00:39:50 [DEBUG] Tick 349600: pop=65, food=35.5, stability=0.79
00:40:00 [DEBUG] Tick 349700: pop=65, food=31.5, stability=0.79
00:40:10 [DEBUG] Tick 349800: pop=65, food=45.4, stability=0.81
00:40:20 [DEBUG] Tick 349900: pop=65, food=39.1, stability=0.80
00:40:30 [DEBUG] Tick 350000: pop=65, food=41.1, stability=0.80
00:40:40 [DEBUG] Tick 350100: pop=65, food=56.4, stability=0.82
00:40:50 [DEBUG] Tick 350200: pop=65, food=52.6, stability=0.82
00:41:00 [DEBUG] Tick 350300: pop=65, food=42.2, stability=0.80
00:41:10 [DEBUG] Tick 350400: pop=65, food=34.7, stability=0.79
00:41:20 [DEBUG] Tick 350500: pop=65, food=45.5, stability=0.81
00:41:30 [DEBUG] Tick 350600: pop=65, food=34.0, stability=0.79
00:41:40 [DEBUG] Tick 350700: pop=65, food=79.9, stability=0.85
00:41:50 [DEBUG] Tick 350800: pop=65, food=49.7, stability=0.81
00:42:00 [DEBUG] Tick 350900: pop=65, food=34.4, stability=0.79
00:42:10 [DEBUG] Tick 351000: pop=65, food=76.5, stability=0.85
00:42:11 [INFO] Auto-saved to saves\autosave.json
00:42:20 [DEBUG] Tick 351100: pop=65, food=56.0, stability=0.82
00:42:30 [DEBUG] Tick 351200: pop=65, food=32.2, stability=0.79
00:42:40 [DEBUG] Tick 351300: pop=65, food=68.7, stability=0.84
00:42:50 [DEBUG] Tick 351400: pop=65, food=113.0, stability=0.89
00:43:00 [DEBUG] Tick 351500: pop=65, food=113.8, stability=0.89
00:43:10 [DEBUG] Tick 351600: pop=65, food=103.4, stability=0.88
00:43:20 [DEBUG] Tick 351700: pop=65, food=82.2, stability=0.85
00:43:30 [DEBUG] Tick 351800: pop=65, food=69.8, stability=0.84
00:43:40 [DEBUG] Tick 351900: pop=65, food=51.5, stability=0.81
00:43:50 [DEBUG] Tick 352000: pop=65, food=43.6, stability=0.80
00:44:00 [DEBUG] Tick 352100: pop=65, food=38.5, stability=0.80
00:44:10 [DEBUG] Tick 352200: pop=65, food=33.8, stability=0.79
00:44:20 [DEBUG] Tick 352300: pop=65, food=35.3, stability=0.79
00:44:30 [DEBUG] Tick 352400: pop=65, food=34.3, stability=0.79
00:44:40 [DEBUG] Tick 352500: pop=65, food=64.0, stability=0.83
00:44:50 [DEBUG] Tick 352600: pop=65, food=76.1, stability=0.85
00:45:00 [DEBUG] Tick 352700: pop=65, food=109.0, stability=0.89
00:45:10 [DEBUG] Tick 352800: pop=65, food=144.1, stability=0.93
00:45:20 [DEBUG] Tick 352900: pop=65, food=175.1, stability=0.97
00:45:30 [DEBUG] Tick 353000: pop=65, food=148.9, stability=0.94
00:45:40 [DEBUG] Tick 353100: pop=65, food=171.7, stability=0.96
00:45:50 [DEBUG] Tick 353200: pop=65, food=160.9, stability=0.95
00:46:00 [DEBUG] Tick 353300: pop=65, food=241.9, stability=1.00
00:46:10 [DEBUG] Tick 353400: pop=65, food=205.8, stability=1.00
00:46:20 [DEBUG] Tick 353500: pop=65, food=182.5, stability=0.98
00:46:30 [DEBUG] Tick 353600: pop=65, food=131.6, stability=0.91
00:46:40 [DEBUG] Tick 353700: pop=65, food=158.9, stability=0.95
00:46:50 [DEBUG] Tick 353800: pop=65, food=72.3, stability=0.84
00:47:00 [DEBUG] Tick 353900: pop=65, food=48.5, stability=0.81
00:47:10 [DEBUG] Tick 354000: pop=65, food=59.4, stability=0.82
00:47:11 [INFO] Auto-saved to saves\autosave.json
00:47:20 [DEBUG] Tick 354100: pop=65, food=80.6, stability=0.85
00:47:30 [DEBUG] Tick 354200: pop=65, food=152.9, stability=0.94
00:47:40 [DEBUG] Tick 354300: pop=66, food=163.2, stability=0.95
00:47:50 [DEBUG] Tick 354400: pop=66, food=160.9, stability=0.95
00:48:00 [DEBUG] Tick 354500: pop=66, food=54.5, stability=0.82
00:48:10 [DEBUG] Tick 354600: pop=66, food=40.1, stability=0.80
00:48:20 [DEBUG] Tick 354700: pop=66, food=37.9, stability=0.80
00:48:30 [DEBUG] Tick 354800: pop=66, food=65.8, stability=0.83
00:48:40 [DEBUG] Tick 354900: pop=66, food=36.9, stability=0.80
00:48:50 [DEBUG] Tick 355000: pop=66, food=63.3, stability=0.83
00:49:00 [DEBUG] Tick 355100: pop=66, food=38.3, stability=0.80
00:49:10 [DEBUG] Tick 355200: pop=65, food=40.4, stability=0.80
00:49:20 [DEBUG] Tick 355300: pop=65, food=97.0, stability=0.87
00:49:30 [DEBUG] Tick 355400: pop=65, food=112.1, stability=0.89
00:49:40 [DEBUG] Tick 355500: pop=66, food=133.6, stability=0.92
00:49:50 [DEBUG] Tick 355600: pop=66, food=56.8, stability=0.82
00:50:00 [DEBUG] Tick 355700: pop=66, food=152.1, stability=0.94
00:50:10 [DEBUG] Tick 355800: pop=68, food=122.9, stability=0.90
00:50:20 [DEBUG] Tick 355900: pop=68, food=70.2, stability=0.84
00:50:30 [DEBUG] Tick 356000: pop=68, food=41.9, stability=0.80
00:50:40 [DEBUG] Tick 356100: pop=66, food=64.4, stability=0.83
00:50:50 [DEBUG] Tick 356200: pop=66, food=47.6, stability=0.81
00:51:00 [DEBUG] Tick 356300: pop=66, food=79.3, stability=0.85
00:51:10 [DEBUG] Tick 356400: pop=66, food=148.1, stability=0.94
00:51:20 [DEBUG] Tick 356500: pop=67, food=32.7, stability=0.79
00:51:30 [DEBUG] Tick 356600: pop=66, food=46.1, stability=0.81
00:51:40 [DEBUG] Tick 356700: pop=66, food=35.2, stability=0.79
00:51:50 [DEBUG] Tick 356800: pop=66, food=64.5, stability=0.83
00:52:00 [DEBUG] Tick 356900: pop=66, food=63.0, stability=0.83
00:52:10 [DEBUG] Tick 357000: pop=66, food=52.3, stability=0.82
00:52:11 [INFO] Auto-saved to saves\autosave.json
00:52:20 [DEBUG] Tick 357100: pop=66, food=69.2, stability=0.84
00:52:30 [DEBUG] Tick 357200: pop=66, food=71.9, stability=0.84
00:52:40 [DEBUG] Tick 357300: pop=66, food=66.3, stability=0.83
00:52:50 [DEBUG] Tick 357400: pop=66, food=79.7, stability=0.85
00:53:00 [DEBUG] Tick 357500: pop=65, food=67.8, stability=0.83
00:53:10 [DEBUG] Tick 357600: pop=65, food=109.6, stability=0.89
00:53:20 [DEBUG] Tick 357700: pop=65, food=83.8, stability=0.85
00:53:30 [DEBUG] Tick 357800: pop=65, food=141.6, stability=0.93
00:53:40 [DEBUG] Tick 357900: pop=65, food=188.0, stability=0.98
00:53:50 [DEBUG] Tick 358000: pop=67, food=158.3, stability=0.95
00:54:00 [DEBUG] Tick 358100: pop=67, food=147.2, stability=0.93
00:54:10 [DEBUG] Tick 358200: pop=67, food=155.3, stability=0.94
00:54:20 [DEBUG] Tick 358300: pop=67, food=148.4, stability=0.94
00:54:30 [DEBUG] Tick 358400: pop=68, food=137.1, stability=0.92
00:54:40 [DEBUG] Tick 358500: pop=69, food=32.9, stability=0.79
00:54:50 [DEBUG] Tick 358600: pop=69, food=33.0, stability=0.79
00:55:00 [DEBUG] Tick 358700: pop=69, food=33.1, stability=0.79
00:55:10 [DEBUG] Tick 358800: pop=69, food=35.6, stability=0.79
00:55:20 [DEBUG] Tick 358900: pop=69, food=32.8, stability=0.79
00:55:30 [DEBUG] Tick 359000: pop=69, food=38.8, stability=0.80
00:55:40 [DEBUG] Tick 359100: pop=69, food=35.3, stability=0.79
00:55:50 [DEBUG] Tick 359200: pop=69, food=32.7, stability=0.79
00:56:00 [DEBUG] Tick 359300: pop=69, food=33.7, stability=0.79
00:56:10 [DEBUG] Tick 359400: pop=69, food=36.6, stability=0.80
00:56:20 [DEBUG] Tick 359500: pop=69, food=32.7, stability=0.79
00:56:30 [DEBUG] Tick 359600: pop=69, food=40.8, stability=0.80
00:56:40 [DEBUG] Tick 359700: pop=69, food=34.3, stability=0.79
00:56:50 [DEBUG] Tick 359800: pop=69, food=33.5, stability=0.79
00:57:00 [DEBUG] Tick 359900: pop=69, food=34.3, stability=0.79
00:57:10 [DEBUG] Tick 360000: pop=69, food=38.1, stability=0.80
00:57:11 [INFO] Auto-saved to saves\autosave.json
00:57:20 [DEBUG] Tick 360100: pop=69, food=33.4, stability=0.79
00:57:30 [DEBUG] Tick 360200: pop=69, food=35.1, stability=0.79
00:57:40 [DEBUG] Tick 360300: pop=69, food=33.0, stability=0.79
00:57:50 [DEBUG] Tick 360400: pop=69, food=35.2, stability=0.79
00:58:00 [DEBUG] Tick 360500: pop=69, food=38.1, stability=0.80
00:58:10 [DEBUG] Tick 360600: pop=69, food=37.7, stability=0.80
00:58:20 [DEBUG] Tick 360700: pop=69, food=34.4, stability=0.79
00:58:30 [DEBUG] Tick 360800: pop=69, food=51.2, stability=0.81
00:58:40 [DEBUG] Tick 360900: pop=69, food=33.2, stability=0.79
00:58:50 [DEBUG] Tick 361000: pop=69, food=34.2, stability=0.79
00:59:00 [DEBUG] Tick 361100: pop=69, food=32.8, stability=0.79
00:59:10 [DEBUG] Tick 361200: pop=69, food=51.9, stability=0.81
00:59:20 [DEBUG] Tick 361300: pop=69, food=40.0, stability=0.80
00:59:30 [DEBUG] Tick 361400: pop=69, food=39.9, stability=0.80
00:59:40 [DEBUG] Tick 361500: pop=69, food=38.4, stability=0.80
00:59:50 [DEBUG] Tick 361600: pop=69, food=40.4, stability=0.80
01:00:00 [DEBUG] Tick 361700: pop=69, food=38.7, stability=0.80
01:00:10 [DEBUG] Tick 361800: pop=69, food=33.5, stability=0.79
01:00:20 [DEBUG] Tick 361900: pop=69, food=54.0, stability=0.82
01:00:30 [DEBUG] Tick 362000: pop=69, food=32.9, stability=0.79
01:00:40 [DEBUG] Tick 362100: pop=69, food=33.1, stability=0.79
01:00:50 [DEBUG] Tick 362200: pop=69, food=32.8, stability=0.79
01:01:00 [DEBUG] Tick 362300: pop=69, food=34.9, stability=0.79
01:01:10 [DEBUG] Tick 362400: pop=69, food=35.5, stability=0.79
01:01:20 [DEBUG] Tick 362500: pop=69, food=51.1, stability=0.81
01:01:30 [DEBUG] Tick 362600: pop=67, food=68.1, stability=0.84
01:01:40 [DEBUG] Tick 362700: pop=67, food=53.4, stability=0.82
01:01:50 [DEBUG] Tick 362800: pop=67, food=125.5, stability=0.91
01:02:00 [DEBUG] Tick 362900: pop=67, food=78.4, stability=0.85
01:02:10 [DEBUG] Tick 363000: pop=67, food=57.1, stability=0.82
01:02:11 [INFO] Auto-saved to saves\autosave.json
01:02:20 [DEBUG] Tick 363100: pop=66, food=71.8, stability=0.84
01:02:30 [DEBUG] Tick 363200: pop=66, food=104.7, stability=0.88
01:02:40 [DEBUG] Tick 363300: pop=65, food=179.6, stability=0.97
01:02:50 [DEBUG] Tick 363400: pop=64, food=280.8, stability=1.00
01:03:00 [DEBUG] Tick 363500: pop=65, food=389.3, stability=1.00
01:03:10 [DEBUG] Tick 363600: pop=66, food=413.9, stability=1.00
01:03:20 [DEBUG] Tick 363700: pop=66, food=423.7, stability=1.00
01:03:30 [DEBUG] Tick 363800: pop=66, food=433.5, stability=1.00
01:03:40 [DEBUG] Tick 363900: pop=66, food=477.6, stability=1.00
01:03:50 [DEBUG] Tick 364000: pop=67, food=443.7, stability=1.00
01:04:00 [DEBUG] Tick 364100: pop=68, food=435.3, stability=1.00
01:04:10 [DEBUG] Tick 364200: pop=69, food=297.0, stability=1.00
01:04:20 [DEBUG] Tick 364300: pop=69, food=210.2, stability=1.00
01:04:30 [DEBUG] Tick 364400: pop=69, food=115.6, stability=0.89
01:04:40 [DEBUG] Tick 364500: pop=69, food=57.7, stability=0.82
01:04:50 [DEBUG] Tick 364600: pop=69, food=40.7, stability=0.80
01:05:00 [DEBUG] Tick 364700: pop=69, food=38.1, stability=0.80
01:05:10 [DEBUG] Tick 364800: pop=69, food=39.6, stability=0.80
01:05:20 [DEBUG] Tick 364900: pop=69, food=33.3, stability=0.79
01:05:30 [DEBUG] Tick 365000: pop=69, food=33.6, stability=0.79
01:05:40 [DEBUG] Tick 365100: pop=69, food=33.3, stability=0.79
01:05:50 [DEBUG] Tick 365200: pop=69, food=37.3, stability=0.80
01:06:00 [DEBUG] Tick 365300: pop=69, food=35.4, stability=0.79
01:06:10 [DEBUG] Tick 365400: pop=69, food=33.4, stability=0.79
01:06:20 [DEBUG] Tick 365500: pop=69, food=33.0, stability=0.79
01:06:30 [DEBUG] Tick 365600: pop=69, food=33.3, stability=0.79
01:06:40 [DEBUG] Tick 365700: pop=69, food=39.5, stability=0.80
01:06:50 [DEBUG] Tick 365800: pop=69, food=32.9, stability=0.79
01:07:00 [DEBUG] Tick 365900: pop=69, food=75.1, stability=0.84
01:07:10 [DEBUG] Tick 366000: pop=69, food=47.6, stability=0.81
01:07:11 [INFO] Auto-saved to saves\autosave.json
01:07:20 [DEBUG] Tick 366100: pop=69, food=37.0, stability=0.80
01:07:30 [DEBUG] Tick 366200: pop=69, food=33.7, stability=0.79
01:07:40 [DEBUG] Tick 366300: pop=69, food=49.2, stability=0.81
01:07:50 [DEBUG] Tick 366400: pop=69, food=33.5, stability=0.79
01:08:00 [DEBUG] Tick 366500: pop=69, food=33.8, stability=0.79
01:08:10 [DEBUG] Tick 366600: pop=69, food=66.8, stability=0.83
01:08:20 [DEBUG] Tick 366700: pop=69, food=57.1, stability=0.82
01:08:30 [DEBUG] Tick 366800: pop=69, food=33.8, stability=0.79
01:08:40 [DEBUG] Tick 366900: pop=69, food=37.0, stability=0.80
01:08:50 [DEBUG] Tick 367000: pop=69, food=40.7, stability=0.80
01:09:00 [DEBUG] Tick 367100: pop=69, food=36.5, stability=0.80
01:09:10 [DEBUG] Tick 367200: pop=69, food=62.3, stability=0.83
01:09:20 [DEBUG] Tick 367300: pop=69, food=62.2, stability=0.83
01:09:30 [DEBUG] Tick 367400: pop=69, food=39.2, stability=0.80
01:09:40 [DEBUG] Tick 367500: pop=69, food=36.7, stability=0.80
01:09:50 [DEBUG] Tick 367600: pop=69, food=88.0, stability=0.86
01:10:00 [DEBUG] Tick 367700: pop=69, food=36.1, stability=0.80
01:10:10 [DEBUG] Tick 367800: pop=69, food=59.5, stability=0.82
01:10:20 [DEBUG] Tick 367900: pop=69, food=44.6, stability=0.81
01:10:30 [DEBUG] Tick 368000: pop=69, food=33.1, stability=0.79
01:10:40 [DEBUG] Tick 368100: pop=69, food=57.0, stability=0.82
01:10:50 [DEBUG] Tick 368200: pop=69, food=38.8, stability=0.80
01:11:00 [DEBUG] Tick 368300: pop=69, food=36.3, stability=0.80
01:11:10 [DEBUG] Tick 368400: pop=69, food=34.1, stability=0.79
01:11:20 [DEBUG] Tick 368500: pop=69, food=33.3, stability=0.79
01:11:30 [DEBUG] Tick 368600: pop=69, food=34.2, stability=0.79
01:11:40 [DEBUG] Tick 368700: pop=69, food=90.1, stability=0.86
01:11:50 [DEBUG] Tick 368800: pop=69, food=65.5, stability=0.83
01:12:00 [DEBUG] Tick 368900: pop=69, food=39.0, stability=0.80
01:12:10 [DEBUG] Tick 369000: pop=69, food=39.3, stability=0.80
01:12:11 [INFO] Auto-saved to saves\autosave.json
01:12:20 [DEBUG] Tick 369100: pop=69, food=46.2, stability=0.81
01:12:30 [DEBUG] Tick 369200: pop=69, food=44.3, stability=0.81
01:12:40 [DEBUG] Tick 369300: pop=69, food=35.7, stability=0.79
01:12:50 [DEBUG] Tick 369400: pop=69, food=33.4, stability=0.79
